start	end	corpus	sent_id	left	node	right	node_sentences	schema	cxn_type	syntactic_transitivity	dobj_syntax	dobj_role	dobj_animacy	agent_encoded	agent_gf	agen_animacy	theme_encoded	theme_gf	theme_obl_flag	recipient_encoded	recipient_gf	obj2_syntax	obj2_role	recipient_obl_flag	notes	word_order
151	158	ind_news_2011_300K	29981	"""Itu sebabnya saya mengatakan bahwa penyelesaian secara diplomatik adalah cara utama untuk mengahiri pertumpahan darah di antara rakyat Libya, dengan"	menawari	"Gaddafi jalan keluar bermartabat,"" katanya."	"""Itu sebabnya saya mengatakan bahwa penyelesaian secara diplomatik adalah cara utama untuk mengahiri pertumpahan darah di antara rakyat Libya, dengan <m>menawari</m> Gaddafi jalan keluar bermartabat,"" katanya."	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	no	NA		yes	obj2		yes	obj1	np	theme			A-v-R-T
43	50	ind_news_2011_300K	55846	Al Jazeera mewartakan bahwa Gaddafi telah	menawari	para pemberontak Libya untuk mengadakan sebuah pertemuan parlemen demi meratakan jalan baginya untuk mundur di bawah jaminan-jaminan tertentu.	Al Jazeera mewartakan bahwa Gaddafi telah <m>menawari</m> para pemberontak Libya untuk mengadakan sebuah pertemuan parlemen demi meratakan jalan baginya untuk mundur di bawah jaminan-jaminan tertentu.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	TRUE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
72	79	ind_news_2011_300K	64710	Sebelumnya koran Italia Il Fatto Quotidiano melaporkan dua warga Itali	menawari	sejumlah uang pada pegawai di kantor catatan sipil di Distrik Fkih Maroko untuk mengubah data tanggal kelahiran gadis berwajah rupawan itu.	Sebelumnya koran Italia Il Fatto Quotidiano melaporkan dua warga Itali <m>menawari</m> sejumlah uang pada pegawai di kantor catatan sipil di Distrik Fkih Maroko untuk mengubah data tanggal kelahiran gadis berwajah rupawan itu.	theme_obj_cxn	theme-obj_recipient-oblique	monotransitive	np	theme	inanimate	yes	subj	TRUE	yes	obj1		yes	obl	pp	recipient	pada		A-v-T-R
43	50	ind_news_2011_300K	103580	AS, di bawah Presiden Barack Obama, telah	menawari	Ukraina keuangan dan keahlian teknik untuk membantu negara itu membongkar HEU-nya dan memodernisasi fasilitas riset nuklir sipil Ukraina, kata deplu.	AS, di bawah Presiden Barack Obama, telah <m>menawari</m> Ukraina keuangan dan keahlian teknik untuk membantu negara itu membongkar HEU-nya dan memodernisasi fasilitas riset nuklir sipil Ukraina, kata deplu.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	inanimate	yes	subj	FALSE	yes	obj2		yes	obj1	np	theme			A-v-R-T
22	29	ind_news_2011_300K	118343	"""Sudah ada klub yang"	menawari	, salah satunya Persiba Balikpapan.	"""Sudah ada klub yang <m>menawari</m>, salah satunya Persiba Balikpapan."		intransitive	intransitive				yes	subj	FALSE	no			no					given_dobj	A-v
29	36	ind_news_2011_300K	119018	4. Februari 2010, pihak N7W	menawari	Indonesia untuk menjadi tuan rumah deklarasi N7W yang akan dilaksanakan pada 11 November 2010.	4. Februari 2010, pihak N7W <m>menawari</m> Indonesia untuk menjadi tuan rumah deklarasi N7W yang akan dilaksanakan pada 11 November 2010.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	inanimate	yes	subj	FALSE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
58	65	ind_news_2011_300K	122693	Dia mengaku, memang saat ini ada beberapa tim yang telah	menawari	dirinya untuk bergabung, namun secara pribadi masih ingin melatih Tim Persipura.	Dia mengaku, memang saat ini ada beberapa tim yang telah <m>menawari</m> dirinya untuk bergabung, namun secara pribadi masih ingin melatih Tim Persipura.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	FALSE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
53	60	ind_news_2011_300K	125441	Toko-toko yang ambil bagian dalam program ini mulai	menawari	masyarakat untuk membeli ponsel pintar Nexus S 4G dari provider telepon AS, Sprint.	Toko-toko yang ambil bagian dalam program ini mulai <m>menawari</m> masyarakat untuk membeli ponsel pintar Nexus S 4G dari provider telepon AS, Sprint.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	FALSE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
99	106	ind_news_2011_300K	149371	Tinjauan mereka sudah termasuk 10 penelitian dan lebih dari 41.000 perempuan, dan ini menunjukkan	menawari	perempuan dengan tes dan pengobatan ada hari yang sama bisa mengurangi kematian sebelum lahir - termasuk lahir mati dan keguguran- sampai 54 persen.	Tinjauan mereka sudah termasuk 10 penelitian dan lebih dari 41.000 perempuan, dan ini menunjukkan <m>menawari</m> perempuan dengan tes dan pengobatan ada hari yang sama bisa mengurangi kematian sebelum lahir - termasuk lahir mati dan keguguran- sampai 54 persen.	recepient_obj_cxn	recipient-obj_theme-oblique	monotransitive	np	recepient	animate	no	NA		yes	obl	dengan	yes	obj1	pp	theme		pp_theme	A-v-R-T
16	23	ind_news_2011_300K	158433	"""Kini Facebook"	menawari	"kami solusi aman dan kami siap melakukannya,"" katanya."	"""Kini Facebook <m>menawari</m> kami solusi aman dan kami siap melakukannya,"" katanya."	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	FALSE	yes	obj2		yes	obj1	np	theme			A-v-R-T
51	58	ind_news_2011_300K	183175	Tak lama kemudian, datang angkot D02 mendekat dan	menawari	korban untuk mengantar langsung ke Pasar Rebo.	Tak lama kemudian, datang angkot D02 mendekat dan <m>menawari</m> korban untuk mengantar langsung ke Pasar Rebo.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	FALSE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
10	17	ind_news_2011_300K	194394	Facebook	menawari	kami solusi aman dan kami siap melakukannya Jakarta (ANTARA News) - Program hiburan American Idol yang mencari bintang pop baru dan diselenggarakan secara nasional di AS, kini di-voting melalui Facebook.	Facebook <m>menawari</m> kami solusi aman dan kami siap melakukannya Jakarta (ANTARA News) - Program hiburan American Idol yang mencari bintang pop baru dan diselenggarakan secara nasional di AS, kini di-voting melalui Facebook.			replicate																
26	33	ind_news_2011_300K	218610	Menurut Agung, dia sudah	menawari	keluarga korban agar dilakukan otopsi agar tidak ada kecurigaan terhadap polisi atas kematian Susanto.	Menurut Agung, dia sudah <m>menawari</m> keluarga korban agar dilakukan otopsi agar tidak ada kecurigaan terhadap polisi atas kematian Susanto.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	TRUE	yes	clause	agar	yes	obj1	clause	theme		clausal_theme	A-v-R-T
23	30	ind_news_2011_300K	250041	Manajer Arsene Wenger	menawari	"Lehmann kontrak singkat hingga akhir musim dan ia tampil sekali dalam Liga Premier bagi ""The Gunners"" yang membuahkan kemenangan 3-1 di kandang Blackpool pada April."	"Manajer Arsene Wenger <m>menawari</m> Lehmann kontrak singkat hingga akhir musim dan ia tampil sekali dalam Liga Premier bagi ""The Gunners"" yang membuahkan kemenangan 3-1 di kandang Blackpool pada April."	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
66	73	ind_news_2011_300K	257458	""" Bulan lalu, PM Turki Tayyip ERdogan mengatakan negaranya telah"	menawari	"""jaminan"" pada Gaddafi jika ia meninggalkan Libya, tapi mengatakan Ankara belum menerima jawaban."	""" Bulan lalu, PM Turki Tayyip ERdogan mengatakan negaranya telah <m>menawari</m> ""jaminan"" pada Gaddafi jika ia meninggalkan Libya, tapi mengatakan Ankara belum menerima jawaban."	theme_obj_cxn	theme-obj_recipient-oblique	monotransitive	np	theme	inanimate	yes	subj	FALSE	yes	obj1		yes	obl	pp	recipient	pada		A-v-T-R
114	121	ind_news_2012_300K	5860	"""Saya ingin bisa berperan sebagai homoseksual atau berubah gender jadi perempuan, tapi masalahnya belum ada yang"	menawari	"nih,"" kata salah satu pemeran dalam film laga ""The Raid"" itu serta tertawa."	"""Saya ingin bisa berperan sebagai homoseksual atau berubah gender jadi perempuan, tapi masalahnya belum ada yang <m>menawari</m> nih,"" kata salah satu pemeran dalam film laga ""The Raid"" itu serta tertawa."		intransitive	intransitive				yes	subj	FALSE	no			no					given_dobj	A-v
86	93	ind_news_2012_300K	11975	Perayaan yang Higgs lakukan malah lebih tersembunyi, kata fisikawan Alan Walker yang	menawari	Higgs segelas Prosecco saat terbang menuju rumahnya.	Perayaan yang Higgs lakukan malah lebih tersembunyi, kata fisikawan Alan Walker yang <m>menawari</m> Higgs segelas Prosecco saat terbang menuju rumahnya.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
41	48	ind_news_2012_300K	21028	Schaefer juga mengklaim kalau IBF telah	menawari	pertandingan ulang melawan petinju Amerika itu pada Khan, dan mendesak IBF untuk mengikuti tuntutan hukum.	Schaefer juga mengklaim kalau IBF telah <m>menawari</m> pertandingan ulang melawan petinju Amerika itu pada Khan, dan mendesak IBF untuk mengikuti tuntutan hukum.	theme_obj_cxn	theme-obj_recipient-oblique	monotransitive	np	theme	inanimate	yes	subj	FALSE	yes	obj1		yes	obl	pp	recipient	pada		A-v-T-R
56	63	ind_news_2012_300K	80961	Pihaknya juga mengatakan saat ini Jerman menjajaki dan	menawari	Indonesia.	Pihaknya juga mengatakan saat ini Jerman menjajaki dan <m>menawari</m> Indonesia.	recepient_obj_cxn	recipient-obj	monotransitive	np	recepient	inanimate	yes	subj	FALSE	no			yes	obj1					A-v-R
99	106	ind_news_2012_300K	83697	"""Saya berterima kasih kepada FFU dan Ketua, (Anatoly) Konkov, untuk kepercayaan besar mereka yang"	menawari	"saya menjadi pelatih timnas."""	"""Saya berterima kasih kepada FFU dan Ketua, (Anatoly) Konkov, untuk kepercayaan besar mereka yang <m>menawari</m> saya menjadi pelatih timnas."""	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	animate	yes	subj	TRUE	yes	clause		yes	obj1	clause	theme		clausal_theme	A-v-R-T
29	36	ind_news_2012_300K	85686	Pada pertemuan tersebut, MT	menawari	"Uj untuk suatu ""pekerjaan bukan sembarang pekerjaan"" melainkan membunuh ibu yang tak lain adalah Putri Mega Umboh (25)."	"Pada pertemuan tersebut, MT <m>menawari</m> Uj untuk suatu ""pekerjaan bukan sembarang pekerjaan"" melainkan membunuh ibu yang tak lain adalah Putri Mega Umboh (25)."	recepient_obj_cxn	recipient-obj_theme-oblique	monotransitive	np	recepient	animate	yes	subj	TRUE	yes	obl	untuk	yes	obj1	pp	theme		pp_theme	A-v-R-T
104	111	ind_news_2012_300K	134689	"""Sejak saya bergabung dengan PSG (bulan lalu), saya telah mendapat ratusan telepon dari agen-agen yang"	menawari	"pemain-pemain yang benar-benar tidak terpikirkan!"""	"""Sejak saya bergabung dengan PSG (bulan lalu), saya telah mendapat ratusan telepon dari agen-agen yang <m>menawari</m> pemain-pemain yang benar-benar tidak terpikirkan!"""	theme_obj_cxn	theme-obj	monotransitive	np	theme	animate	yes	subj	TRUE	yes	obj1		no						A-v-T
42	49	ind_news_2012_300K	156333	Media-media lokal melaporkan bahwa Anzhi	menawari	Krasnozhan jabatan sebagai wakil presiden, namun ia menolak tawaran tersebut dan memilih untuk meneruskan karir kepelatihannya.	Media-media lokal melaporkan bahwa Anzhi <m>menawari</m> Krasnozhan jabatan sebagai wakil presiden, namun ia menolak tawaran tersebut dan memilih untuk meneruskan karir kepelatihannya.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
51	58	ind_news_2012_300K	180567	Namun demikian, sampai sejauh ini, Demokrat tidak	menawari	Hanura dan Gerindra untuk bergabung dengan koalisi.	Namun demikian, sampai sejauh ini, Demokrat tidak <m>menawari</m> Hanura dan Gerindra untuk bergabung dengan koalisi.	recepient_obj_cxn	double-obj_clausal-theme	monotransitive	np	recepient	inanimate	yes	subj	FALSE	yes	clause	untuk	yes	obj1	clause	theme		clausal_theme	A-v-R-T
33	40	ind_news_2012_300K	196216	Ia mengejutkan korbannya dengan	menawari	mereka nilai tukar menguntungkan untuk sejumlah uang yang relatif kecil, 500 dolar atau 1.000 dolar, dan kemudian menjualnya dengan harga yang tinggi.	Ia mengejutkan korbannya dengan <m>menawari</m> mereka nilai tukar menguntungkan untuk sejumlah uang yang relatif kecil, 500 dolar atau 1.000 dolar, dan kemudian menjualnya dengan harga yang tinggi.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	NA	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
40	47	ind_news_2012_300K	201531	Microsoft mengklaim bahwa Google sudah	menawari	lisensi di seluruh dunia untuk perjanjian tarif standar saat aturan paten penting sedang dirumuskan.	Microsoft mengklaim bahwa Google sudah <m>menawari</m> lisensi di seluruh dunia untuk perjanjian tarif standar saat aturan paten penting sedang dirumuskan.	theme_obj_cxn	theme-obj	monotransitive	np	theme	inanimate	yes	subj	FALSE	yes	obj1		no					given_recipient	A-v-T
15	22	ind_news_2012_300K	255004	Mereka bahkan	menawari	kaum muslim tempat agar bisa kembali beribadah, khususnya pada Ramadan ini.	Mereka bahkan <m>menawari</m> kaum muslim tempat agar bisa kembali beribadah, khususnya pada Ramadan ini.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
196	203	ind_news_2012_300K	280697	Dia dipaksa untuk menggali banyak dukungan publik dengan menggadangkan dirinya sebagai sosok reformis dengan memberangus aturan-aturan represif yang dapat merugikan posisinya, selain juga dengan	menawari	bonus kepada warga serta kenaikan gaji PNS.	Dia dipaksa untuk menggali banyak dukungan publik dengan menggadangkan dirinya sebagai sosok reformis dengan memberangus aturan-aturan represif yang dapat merugikan posisinya, selain juga dengan <m>menawari</m> bonus kepada warga serta kenaikan gaji PNS.	theme_obj_cxn	theme-obj_recipient-oblique	monotransitive	np	theme	inanimate	yes	NA	TRUE	yes	obj1		yes	obl	pp	recipient	kepada		A-v-T-R
7	14	ind_news_2012_300K	289907	Obama	menawari	Boehner proposal balasan terakhirnya dalam proses negosiasi yang menyiksa yang kini mengarah langsung pada batas waktu 1 Januari, menawarkan kompromi besar pada tuntutannya untuk menaikkan pemotongan pajak bagi orang kaya, lapor AFP.	Obama <m>menawari</m> Boehner proposal balasan terakhirnya dalam proses negosiasi yang menyiksa yang kini mengarah langsung pada batas waktu 1 Januari, menawarkan kompromi besar pada tuntutannya untuk menaikkan pemotongan pajak bagi orang kaya, lapor AFP.	recepient_obj_cxn	double-obj_nominal-theme	ditransitive	np	recepient	animate	yes	subj	TRUE	yes	obj2		yes	obj1	np	theme			A-v-R-T
