start	end	corpus	sent_id	left	node	right	node_sentences	schema	clause_type	subordinate_clause_type	syntactic_transitivity	dobj_syntax	dobj_role	dobj_animacy	dobj_concreteness	recipient_syntax	recipient_obl_flag	recipient_animacy	agent_encoded	agent_animacy	agent_core	theme_encoded	theme_core	recipient_encoded	recipient_core	recipient_gf	notes	word_order
90	99	ind_news_2009_300K	59127	Fokus LDP adalah mendukung perusahaan namun DJP ingin membawa Jepang ke arah kiri dengan	menawarkan	jaminan sosial yang lebih besar.	Fokus LDP adalah mendukung perusahaan namun DJP ingin membawa Jepang ke arah kiri dengan <m>menawarkan</m> jaminan sosial yang lebih besar.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
65	74	ind_news_2011_300K	71492	Jejaring online ini diluncurkan pada musim gugur tahun 2006 dan	menawarkan	game, musik dan film kepada orang-orang yang keranjingan PlayStation.	Jejaring online ini diluncurkan pada musim gugur tahun 2006 dan <m>menawarkan</m> game, musik dan film kepada orang-orang yang keranjingan PlayStation.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
71	80	ind_news_2011_300K	206999	Untuk menangkis pengaruh ideologi liberalisme, dalam buku ini penulis	menawarkan	solusi yang didasari oleh buah pemikirannya berupa sistem ekonomi komparatif.	Untuk menangkis pengaruh ideologi liberalisme, dalam buku ini penulis <m>menawarkan</m> solusi yang didasari oleh buah pemikirannya berupa sistem ekonomi komparatif.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
11	20	ind_news_2008_300K	245837	Pesan itu	menawarkan	kepada pengguna hubungan ke video yang kabarnya berisi pidato kemenangan Obama.	Pesan itu <m>menawarkan</m> kepada pengguna hubungan ke video yang kabarnya berisi pidato kemenangan Obama.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-R-T
43	52	ind_news_2012_300K	99587	Palembang (ANTARA News) - Telkomsel mulai	menawarkan	telepon selular kelas pintar besutan Apple, iPhone 5, yang memadukan Kartuhalo Eksklusif dengan paket kontak suara maupun data bergerak (mobile data).	Palembang (ANTARA News) - Telkomsel mulai <m>menawarkan</m> telepon selular kelas pintar besutan Apple, iPhone 5, yang memadukan Kartuhalo Eksklusif dengan paket kontak suara maupun data bergerak (mobile data).	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
21	30	ind_news_2010_300K	68050	M Syahrul, langsung	menawarkan	agar para petani menunjuk anggoanya sebanyak 20 orang sebagai perwakilan agar diterima pimpina DPRD dan juga pimpinan komisi.	M Syahrul, langsung <m>menawarkan</m> agar para petani menunjuk anggoanya sebanyak 20 orang sebagai perwakilan agar diterima pimpina DPRD dan juga pimpinan komisi.	theme_obj_cxn	main		monotransitive	clause	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
68	77	ind_news_2008_300K	77036	Komite Keuangan dan Moneter Internasional IMF mengatakan, pihaknya	menawarkan	prosedur darurat dan serba cepat dalam mendapatkan sumber pendanaan substansial untuk membantu negara-negara anggotanya menangani kebutuhan pembiayaan.	Komite Keuangan dan Moneter Internasional IMF mengatakan, pihaknya <m>menawarkan</m> prosedur darurat dan serba cepat dalam mendapatkan sumber pendanaan substansial untuk membantu negara-negara anggotanya menangani kebutuhan pembiayaan.	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
9	18	ind_news_2008_300K	8841	Ia juga	menawarkan	konsolidasi para pejuang Taliban ke dalam angkatan darat Afghan, dan memberi pengampunan kepada mereka.	Ia juga <m>menawarkan</m> konsolidasi para pejuang Taliban ke dalam angkatan darat Afghan, dan memberi pengampunan kepada mereka.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract	dobj_modifier		animate	yes	TRUE	TRUE	yes	TRUE	yes	FALSE	dobj_modifier		A-v-T
133	142	ind_news_2012_300K	192717	Terkait kegiatan tersebut, menurutnya, pendanaannya dilakukan PPCI melalui upaya penggalangan kepada pihak-pihak yang peduli dengan	menawarkan	kerjasama saling menguntungkan.	Terkait kegiatan tersebut, menurutnya, pendanaannya dilakukan PPCI melalui upaya penggalangan kepada pihak-pihak yang peduli dengan <m>menawarkan</m> kerjasama saling menguntungkan.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	abstract				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
89	98	ind_news_2009_300K	17905	Dalam upaya mengandalikan kekerasan, polisi di kota itu mulai membagikan selebaran yang	menawarkan	hadiah 500 dolar bagi anggota-anggota masyarakat yang memberikan informasi kepada pasukan keamanan mengenai bom mobil.	Dalam upaya mengandalikan kekerasan, polisi di kota itu mulai membagikan selebaran yang <m>menawarkan</m> hadiah 500 dolar bagi anggota-anggota masyarakat yang memberikan informasi kepada pasukan keamanan mengenai bom mobil.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	concrete	pp_dative	bagi	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
164	173	ind_news_2010_300K	267863	Proses birokrasi PAK yang cukup berbelit termasuk dalam mendapatkan persetujuan karya ilmiah dari pejabat terkait telah dijadikan sebagai peluang oleh calo dengan	menawarkan	jasa kepada calon korban.	Proses birokrasi PAK yang cukup berbelit termasuk dalam mendapatkan persetujuan karya ilmiah dari pejabat terkait telah dijadikan sebagai peluang oleh calo dengan <m>menawarkan</m> jasa kepada calon korban.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	animate	yes	TRUE	FALSE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
79	88	ind_news_2012_300K	187515	Sementara dalam kesempatan diskusi dengan CJ E&M, pelaku industri hiburan itu	menawarkan	beberapa kerja sama, yaitu pertukaran konten kreatif, kerjasama produksi konten, maupun kerjasama dalam mendistribusikan konten.	Sementara dalam kesempatan diskusi dengan CJ E&M, pelaku industri hiburan itu <m>menawarkan</m> beberapa kerja sama, yaitu pertukaran konten kreatif, kerjasama produksi konten, maupun kerjasama dalam mendistribusikan konten.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
116	125	ind_news_2010_300K	173122	"Ia menjelaskan, ""Intensive-Student Technopreneurship Program"" 2010 (i-STEP 2010) merupakan salah satu program yang"	menawarkan	"peluang kepada 50 mahasiswa Indonesia untuk mengikuti pelatihan ""technopreneurship"" secara cuma-cuma selama dua minggu di IPB."	"Ia menjelaskan, ""Intensive-Student Technopreneurship Program"" 2010 (i-STEP 2010) merupakan salah satu program yang <m>menawarkan</m> peluang kepada 50 mahasiswa Indonesia untuk mengikuti pelatihan ""technopreneurship"" secara cuma-cuma selama dua minggu di IPB."	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	abstract	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
147	156	ind_news_2009_300K	203077	Justru itu, kalau penawaran tepat jelas menjadi daya tarik bagi pemilih, ibaratkan orang berdagang, meski produknya kualitas menengah, tetap cara	menawarkan	"membuat pembeli tertarik, tentu pembeli tak ragu ""membeli""."	"Justru itu, kalau penawaran tepat jelas menjadi daya tarik bagi pemilih, ibaratkan orang berdagang, meski produknya kualitas menengah, tetap cara <m>menawarkan</m> membuat pembeli tertarik, tentu pembeli tak ragu ""membeli""."		main		nominal																	
78	87	ind_news_2012_300K	184341	"""Alex sudah berpengalaman menjadi gubernur, dan dia satu-satunya yang berani"	menawarkan	tiga tahun masalah macet dan banjir di Jakarta tuntas, jika tidak dia mundur.	"""Alex sudah berpengalaman menjadi gubernur, dan dia satu-satunya yang berani <m>menawarkan</m> tiga tahun masalah macet dan banjir di Jakarta tuntas, jika tidak dia mundur."	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
157	166	ind_news_2012_300K	168336	Jakarta (ANTARA News) - Menteri BUMN Dahlan Iskan mengatakan dua anak usaha Pertamina, PT Pertagas dan PT Pertamina Drilling Services, sedang bersiap untuk	menawarkan	saham perdana kepada publik pada tahun 2012.	Jakarta (ANTARA News) - Menteri BUMN Dahlan Iskan mengatakan dua anak usaha Pertamina, PT Pertagas dan PT Pertamina Drilling Services, sedang bersiap untuk <m>menawarkan</m> saham perdana kepada publik pada tahun 2012.	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
47	56	ind_news_2010_300K	30228	Dalam lelang putaran pertama 2010, pemerintah	menawarkan	enam blok melalui mekanisme penawaran langsung.	Dalam lelang putaran pertama 2010, pemerintah <m>menawarkan</m> enam blok melalui mekanisme penawaran langsung.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
115	124	ind_news_2012_300K	247926	Untuk objek wisata yang diminati kalangan usia lanjut adalah pantai, danau, pegunungan, dan kawasan pedesaan yang	menawarkan	kedamaian, hijau, bersih dan sehat.	Untuk objek wisata yang diminati kalangan usia lanjut adalah pantai, danau, pegunungan, dan kawasan pedesaan yang <m>menawarkan</m> kedamaian, hijau, bersih dan sehat.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
105	114	ind_news_2012_300K	263307	Direktur Asia SFCG Brian D.Hanley mengatakan Tim Bui adalah revolusi drama televisi di Indonesia karena	menawarkan	kepada penonton sebuah alternatif mendidik dari pada program sinetron yang mendominasi pasar televisi.	Direktur Asia SFCG Brian D.Hanley mengatakan Tim Bui adalah revolusi drama televisi di Indonesia karena <m>menawarkan</m> kepada penonton sebuah alternatif mendidik dari pada program sinetron yang mendominasi pasar televisi.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	abstract	pp_dative	kepada	animate	yes	FALSE	FALSE	yes	TRUE	yes	FALSE	oblique		A-v-R-T
56	65	ind_news_2012_300K	252748	Pramono Edhie menambahkan, saat ini banyak negara yang	menawarkan	produk tanknya kepada TNI.	Pramono Edhie menambahkan, saat ini banyak negara yang <m>menawarkan</m> produk tanknya kepada TNI.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	inanimate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
9	18	ind_news_2011_300K	268849	Firdaus	menawarkan	kerjasama untuk meliput peristiwa ledakan bom.	Firdaus <m>menawarkan</m> kerjasama untuk meliput peristiwa ledakan bom.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
23	32	ind_news_2008_300K	87176	Tim Indonesia Bangkit	menawarkan	sejumlah masukan kebijakan sebelum memilih kenaikan harga BBM, di antaranya melalui reformasi tata niaga minyak bumi dan gas, revisi formula perhitungan alokasi dana bagi hasil migas, dan memobilisasi dana alternatif.	Tim Indonesia Bangkit <m>menawarkan</m> sejumlah masukan kebijakan sebelum memilih kenaikan harga BBM, di antaranya melalui reformasi tata niaga minyak bumi dan gas, revisi formula perhitungan alokasi dana bagi hasil migas, dan memobilisasi dana alternatif.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
21	30	ind_news_2008_300K	212221	Sheikh Hasina sudah	menawarkan	jabatan menteri di kabinet sebagai imbalan jika BNP bersedia bekerja-sama.	Sheikh Hasina sudah <m>menawarkan</m> jabatan menteri di kabinet sebagai imbalan jika BNP bersedia bekerja-sama.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
109	118	ind_news_2012_300K	80415	"""Uang sekolah sebanyak Rp6 juta dan sejumlah perhiasan emas lenyap dibawa kabur kawanan preman yang awalnya"	menawarkan	"jasa baik untuk mengantarkan pulang ke rumah,"" ungkapnya."	"""Uang sekolah sebanyak Rp6 juta dan sejumlah perhiasan emas lenyap dibawa kabur kawanan preman yang awalnya <m>menawarkan</m> jasa baik untuk mengantarkan pulang ke rumah,"" ungkapnya."	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	concrete				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
33	42	ind_news_2008_300K	61541	Untuk meraih kesuksesan, ia pun	menawarkan	dua lembar uang pecahan Rp10 ribu, sehingga mahasiswa pun ramai mengacungkan jarinya dan hanya beberapa mahasiswa yang akhirnya tergerak untuk maju mengambilnya.	Untuk meraih kesuksesan, ia pun <m>menawarkan</m> dua lembar uang pecahan Rp10 ribu, sehingga mahasiswa pun ramai mengacungkan jarinya dan hanya beberapa mahasiswa yang akhirnya tergerak untuk maju mengambilnya.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
27	36	ind_news_2012_300K	296561	Tawa bola-bola Eropa 2012	menawarkan	pertanyaan pamungkas, apakah Anda sedang menonton acara Teve dan membuka-buka warta media sosial bersama dengan teman-teman untuk merayakan tawa manakala menyaksikan 11 lawan 11 saling berkejar dan saling berebut bola?	Tawa bola-bola Eropa 2012 <m>menawarkan</m> pertanyaan pamungkas, apakah Anda sedang menonton acara Teve dan membuka-buka warta media sosial bersama dengan teman-teman untuk merayakan tawa manakala menyaksikan 11 lawan 11 saling berkejar dan saling berebut bola?	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
190	199	ind_news_2008_300K	112917	Berbagai karya seni perhiasan yang banyak menggunakan bahan perak dan aneka produk tekstil didominasi sutera warna alam di Ganesha Gallery, Four Seasons Resort, Jimbaran, Bali itu, umumnya	menawarkan	harga ribuan dolar AS per unit/satuan.	Berbagai karya seni perhiasan yang banyak menggunakan bahan perak dan aneka produk tekstil didominasi sutera warna alam di Ganesha Gallery, Four Seasons Resort, Jimbaran, Bali itu, umumnya <m>menawarkan</m> harga ribuan dolar AS per unit/satuan.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
93	102	ind_news_2010_300K	78581	Sementara Universitas Islam Indonesia (UII), meningkatkan nilai jual para lulusannya dengan	menawarkan	kursus SAP TERP10.	Sementara Universitas Islam Indonesia (UII), meningkatkan nilai jual para lulusannya dengan <m>menawarkan</m> kursus SAP TERP10.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
88	97	ind_news_2008_300K	225627	Jangan sampai bank karena belum cukup likuiditasnya, ngincer-ngincer nasabahnya dengan	menawarkan	"bunga yang tak rasional, itu akan membuat distorsi market,"" katanya."	"Jangan sampai bank karena belum cukup likuiditasnya, ngincer-ngincer nasabahnya dengan <m>menawarkan</m> bunga yang tak rasional, itu akan membuat distorsi market,"" katanya."	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
65	74	ind_news_2011_300K	248432	Pada hari pertama WEF, Agus Martowardojo mengatakan, pemerintah	menawarkan	investasi dalam bidang infrastruktur melalui skema kemitraan pemerintah dengan swasta (public private partnership/PPP).	Pada hari pertama WEF, Agus Martowardojo mengatakan, pemerintah <m>menawarkan</m> investasi dalam bidang infrastruktur melalui skema kemitraan pemerintah dengan swasta (public private partnership/PPP).	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
35	44	ind_news_2010_300K	227123	Ini merupakan strategi Ford dalam	menawarkan	"berbagai model ramah lingkungan,"" papar Marakby."	"Ini merupakan strategi Ford dalam <m>menawarkan</m> berbagai model ramah lingkungan,"" papar Marakby."	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
12	21	ind_news_2011_300K	26308	Hajriyanto	menawarkan	salah satu solusi berupa dilakukannya konvensi oleh parpol-parpol untuk merekrut calon pemimpinnya sehingga bisa menyaring calon-calon independen.	Hajriyanto <m>menawarkan</m> salah satu solusi berupa dilakukannya konvensi oleh parpol-parpol untuk merekrut calon pemimpinnya sehingga bisa menyaring calon-calon independen.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
81	90	ind_news_2009_300K	180530	Kedua blade PC itu juga telah dilengkapi dengan HP Remote Graphic Software yang	menawarkan	keamanan, juga akses desktop jarak jauh untuk untuk aplikasi multimedia yang kolaboratif.	Kedua blade PC itu juga telah dilengkapi dengan HP Remote Graphic Software yang <m>menawarkan</m> keamanan, juga akses desktop jarak jauh untuk untuk aplikasi multimedia yang kolaboratif.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
61	70	ind_news_2011_300K	153479	Jika kami tahu sedikit lebih banyak mengenai anda kami bisa	menawarkan	"pencarian lebih tepat sasaran,"" dia menjelaskan."	"Jika kami tahu sedikit lebih banyak mengenai anda kami bisa <m>menawarkan</m> pencarian lebih tepat sasaran,"" dia menjelaskan."	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
89	98	ind_news_2008_300K	191801	Berbeda dengan restoran pada umumnya, restoran Oranye consept Lounge milik Marcella ini	menawarkan	tempat makan yang santai dengan memperdengarkan alunan musik jazz.	Berbeda dengan restoran pada umumnya, restoran Oranye consept Lounge milik Marcella ini <m>menawarkan</m> tempat makan yang santai dengan memperdengarkan alunan musik jazz.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
12	21	ind_news_2010_300K	19263	"""Saya tadi"	menawarkan	beberapa alternatif.	"""Saya tadi <m>menawarkan</m> beberapa alternatif."	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
49	58	ind_news_2012_300K	229508	Depp yang pernah muncul di LP dari Patti Smith,	menawarkan	diri untuk menjadi latar suara di lagu Freedom Fighter, sebuah kesadaran politik yang diduga berdegradasi dengan sisi-B.	Depp yang pernah muncul di LP dari Patti Smith, <m>menawarkan</m> diri untuk menjadi latar suara di lagu Freedom Fighter, sebuah kesadaran politik yang diduga berdegradasi dengan sisi-B.	theme_obj_cxn	main		monotransitive	np	theme	animate	concrete				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
108	117	ind_news_2010_300K	160204	Seiring dengan keinginan pemerintah daerah, Dinas Pertambangan dan Energi Provinsi Kalimantan Selatan juga	menawarkan	bantuan peralatan pemanfaatan biogas kepada masyarakat di kabupaten/kota di wilayah itu.	Seiring dengan keinginan pemerintah daerah, Dinas Pertambangan dan Energi Provinsi Kalimantan Selatan juga <m>menawarkan</m> bantuan peralatan pemanfaatan biogas kepada masyarakat di kabupaten/kota di wilayah itu.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
137	146	ind_news_2011_300K	241664	Enam negara sepakat akan menyumbang hingga 16 kapal untuk mencegah Kadhafi membawa masuk senjata-senjata dari Laut Tengah, dimana Turki	menawarkan	lima kapal perang dan sebuah kapal selam walaupun Turki menahan diri terkait tindakan militer tersebut.	Enam negara sepakat akan menyumbang hingga 16 kapal untuk mencegah Kadhafi membawa masuk senjata-senjata dari Laut Tengah, dimana Turki <m>menawarkan</m> lima kapal perang dan sebuah kapal selam walaupun Turki menahan diri terkait tindakan militer tersebut.	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
63	72	ind_news_2009_300K	11465	Pengacara Bianca Jagger mengatakan sebagai alternatif, Bianca	menawarkan	untuk membayar 9.000 Euro kepada Amnesty International dan 1.000 Euro untuk anak perempuan Ringler.	Pengacara Bianca Jagger mengatakan sebagai alternatif, Bianca <m>menawarkan</m> untuk membayar 9.000 Euro kepada Amnesty International dan 1.000 Euro untuk anak perempuan Ringler.	theme_obj_cxn	subordinate	complement	monotransitive	clause	theme	inanimate	abstract	pp_dative	kepada	inanimate	yes	TRUE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
102	111	ind_news_2009_300K	268120	""" Jon Ogg di 24/7 Wall Street mengatakan, pasar sedang berhati-hati karena laporan laba menurun, dan"	menawarkan	petunjuk mengenai bagaimana perusahaan terimbas resesi.	""" Jon Ogg di 24/7 Wall Street mengatakan, pasar sedang berhati-hati karena laporan laba menurun, dan <m>menawarkan</m> petunjuk mengenai bagaimana perusahaan terimbas resesi."	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	abstract				yes	TRUE	TRUE	yes	TRUE	no			given_recipient	A-v-T
102	111	ind_news_2009_300K	53391	Agen Nakamura telah menginformasikan Espanyol mengenai keinginannya pindah ke klub Spanyol itu, yang	menawarkan	gaji senilai 1,7 juta dolar setahun, tulis media Jepang.	Agen Nakamura telah menginformasikan Espanyol mengenai keinginannya pindah ke klub Spanyol itu, yang <m>menawarkan</m> gaji senilai 1,7 juta dolar setahun, tulis media Jepang.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
6	15	ind_news_2010_300K	142491	Sony	menawarkan	kurang dari 10.000 judul saat itu.	Sony <m>menawarkan</m> kurang dari 10.000 judul saat itu.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
170	179	ind_news_2009_300K	15745	Perdana Menteri India Manmohan Singh telah memperingatkan bahwa pemerintahnya akan mengambil tindakan keras terhadap pelaku pelanggaran hak asasi manusia di Kashmir dan	menawarkan	perundingan dengan separatis di wilayah yang disengketakan itu.	Perdana Menteri India Manmohan Singh telah memperingatkan bahwa pemerintahnya akan mengambil tindakan keras terhadap pelaku pelanggaran hak asasi manusia di Kashmir dan <m>menawarkan</m> perundingan dengan separatis di wilayah yang disengketakan itu.	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	concrete				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
67	76	ind_news_2011_300K	117282	"4) HTC Flyer Tablet HTC melakukan terobosan dalam tablet 7"" yaitu"	menawarkan	stylus untuk mencatat, HTC mengklaim tablet versi terbarunya memiliki Sense pada antarmuka.	"4) HTC Flyer Tablet HTC melakukan terobosan dalam tablet 7"" yaitu <m>menawarkan</m> stylus untuk mencatat, HTC mengklaim tablet versi terbarunya memiliki Sense pada antarmuka."	theme_obj_cxn	subordinate	adverbial	monotransitive	np	theme	inanimate	concrete				yes	FALSE	FALSE	yes	TRUE	no			given_recipient	A-v-T
77	86	ind_news_2012_300K	79695	Aplikasi Toyota Entune juga mempunyai fitur OpenTable dan MovieTickets yang	menawarkan	reservasi rumah makan dan bioskop dari dashboard mobil.	Aplikasi Toyota Entune juga mempunyai fitur OpenTable dan MovieTickets yang <m>menawarkan</m> reservasi rumah makan dan bioskop dari dashboard mobil.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
65	74	ind_news_2011_300K	186564	Penyedia solusi komunikasi dan kolaborasi bisnis global, Avaya,	menawarkan	solusinya, Avaya Aura Contact Center 6.2 (AACC 6.2), untuk menjawab segala permasalahan dimaksud.	Penyedia solusi komunikasi dan kolaborasi bisnis global, Avaya, <m>menawarkan</m> solusinya, Avaya Aura Contact Center 6.2 (AACC 6.2), untuk menjawab segala permasalahan dimaksud.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
79	88	ind_news_2011_300K	14041	Kantor Perdana Menteri Israel Benjamin Netanyahu mengeluarkan pernyataan yang	menawarkan	kenaikan gaji kepada sebagian dokter.	Kantor Perdana Menteri Israel Benjamin Netanyahu mengeluarkan pernyataan yang <m>menawarkan</m> kenaikan gaji kepada sebagian dokter.	theme_obj_cxn	subordinate	relative_clause	monotransitive	np	theme	inanimate	abstract	pp_dative	kepada	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
107	116	ind_news_2008_300K	200985	Dalam pidatonya kepada forum Islamis, dia mengatakan bahwa kaum mujahidin atau para pejuang suci, hendak `	menawarkan	kepala seorang warga Amerika sebagai hadiah kepada pembohong Bush, dalam suatu tindakan yang mereka perlu lihat.	Dalam pidatonya kepada forum Islamis, dia mengatakan bahwa kaum mujahidin atau para pejuang suci, hendak `<m>menawarkan</m> kepala seorang warga Amerika sebagai hadiah kepada pembohong Bush, dalam suatu tindakan yang mereka perlu lihat.	theme_obj_cxn	subordinate	complement	monotransitive	np	theme	inanimate	concrete	pp_dative	kepada	animate	yes	TRUE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
26	35	ind_news_2012_300K	124899	Sistem operasi Windows 8	menawarkan	kinerja layar sentuh pada layar yang responsif.	Sistem operasi Windows 8 <m>menawarkan</m> kinerja layar sentuh pada layar yang responsif.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	abstract				yes	FALSE	TRUE	yes	TRUE	no			given_recipient	A-v-T
57	66	ind_news_2011_300K	59474	Kerangka dialog antar-agama dan antar-budaya, Indonesia	menawarkan	10 beasiswa bagi mahasiswa Jerman untuk belajar kajian Islam di Indonesia, sebaliknya pihak Jerman menawarkan pelatihan kejuruan bagi santri madrasah di Indonesia.	Kerangka dialog antar-agama dan antar-budaya, Indonesia <m>menawarkan</m> 10 beasiswa bagi mahasiswa Jerman untuk belajar kajian Islam di Indonesia, sebaliknya pihak Jerman menawarkan pelatihan kejuruan bagi santri madrasah di Indonesia.	theme_obj_cxn	main		monotransitive	np	theme	inanimate	concrete	pp_dative	bagi	animate	yes	FALSE	TRUE	yes	TRUE	yes	FALSE	oblique		A-v-T-R
